kW;día;hora;temperatura;año;mes;estacion;tipo_dia
119,328;25;16;37,4;2019;1;verano;habil
;25;17;37,45;2019;1;verano;habil
106,176;25;18;37,45;2019;1;verano;habil
99,024;25;19;37,25;2019;1;verano;habil
91,872;25;20;37,35;2019;1;verano;habil
90,384;25;21;36,35;2019;1;verano;habil
;25;22;35,4;2019;1;verano;habil
71,616;25;23;30,55;2019;1;verano;habil
63,456;26;0;26,6;2019;1;verano;no habil
54;26;1;25,3;2019;1;verano;no habil
60,912;26;2;24,8;2019;1;verano;no habil
62,256;26;3;25,55;2019;1;verano;no habil
61,728;26;4;24,15;2019;1;verano;no habil
63,024;26;5;24;2019;1;verano;no habil
59,952;26;6;24,65;2019;1;verano;no habil
56,688;26;7;24,75;2019;1;verano;no habil
56,16;26;8;23,75;2019;1;verano;no habil
50,976;26;9;24,65;2019;1;verano;no habil
50,64;26;10;25,6;2019;1;verano;no habil
52,608;26;11;27,15;2019;1;verano;no habil
70,32;26;12;28,5;2019;1;verano;no habil
85,344;26;13;29,4;2019;1;verano;no habil
;26;14;30,25;2019;1;verano;no habil
113,952;26;15;31;2019;1;verano;no habil
120,768;26;16;32,05;2019;1;verano;no habil
118,368;26;17;32,95;2019;1;verano;no habil
;26;18;33,25;2019;1;verano;no habil
103,68;26;19;33,3;2019;1;verano;no habil
77,28;26;20;32,55;2019;1;verano;no habil
73,632;26;21;31,75;2019;1;verano;no habil
;26;22;30,45;2019;1;verano;no habil
68,928;26;23;29,6;2019;1;verano;no habil
68,352;27;0;28,85;2019;1;verano;no habil
69,6;27;1;28,45;2019;1;verano;no habil
65,472;27;2;27,95;2019;1;verano;no habil
73,296;27;3;27,65;2019;1;verano;no habil
77,664;27;4;27;2019;1;verano;no habil
76,224;27;5;26,85;2019;1;verano;no habil
72,672;27;6;26,1;2019;1;verano;no habil
75,072;27;7;25,6;2019;1;verano;no habil
72,912;27;8;25,65;2019;1;verano;no habil
76,272;27;9;27,15;2019;1;verano;no habil
76,512;27;10;28,8;2019;1;verano;no habil
76,752;27;11;30,25;2019;1;verano;no habil
77,424;27;12;31,45;2019;1;verano;no habil
85,152;27;13;32,5;2019;1;verano;no habil
95,904;27;14;33,7;2019;1;verano;no habil
116,112;27;15;34,9;2019;1;verano;no habil
109,776;27;16;35,75;2019;1;verano;no habil
107,52;27;17;36,5;2019;1;verano;no habil
106,704;27;18;36,3;2019;1;verano;no habil
99,936;27;19;35,55;2019;1;verano;no habil
86,448;27;20;34,7;2019;1;verano;no habil
76,752;27;21;33,65;2019;1;verano;no habil
77,568;27;22;32,7;2019;1;verano;no habil
86,88;27;23;31,9;2019;1;verano;no habil
87,504;28;0;30,85;2019;1;verano;habil
87,456;28;1;29,9;2019;1;verano;habil
85,536;28;2;28,9;2019;1;verano;habil
89,184;28;3;27,75;2019;1;verano;habil
85,632;28;4;26,6;2019;1;verano;habil
83,808;28;5;25,65;2019;1;verano;habil
75,12;28;6;25;2019;1;verano;habil
67,344;28;7;24,65;2019;1;verano;habil
64,56;28;8;24,5;2019;1;verano;habil
63,12;28;9;24,65;2019;1;verano;habil
63,552;28;10;26;2019;1;verano;habil
66,912;28;11;27,9;2019;1;verano;habil
82,32;28;12;29,3;2019;1;verano;habil
110,064;28;13;30,75;2019;1;verano;habil
121,536;28;14;32,25;2019;1;verano;habil
127,92;28;15;33,6;2019;1;verano;habil
127,488;28;16;34,65;2019;1;verano;habil
125,712;28;17;35,4;2019;1;verano;habil
120,768;28;18;36;2019;1;verano;habil
114,096;28;19;35,3;2019;1;verano;habil
79,824;28;20;34,1;2019;1;verano;habil
79,008;28;21;33,35;2019;1;verano;habil
88,176;28;22;32,65;2019;1;verano;habil
99,264;28;23;31,4;2019;1;verano;habil
102,912;29;0;30,9;2019;1;verano;habil
106,992;29;1;30,35;2019;1;verano;habil
105,456;29;2;29,65;2019;1;verano;habil
100,944;29;3;28,8;2019;1;verano;habil
96,288;29;4;28,1;2019;1;verano;habil
95,184;29;5;27,55;2019;1;verano;habil
92,4;29;6;27,05;2019;1;verano;habil
75,456;29;7;26,7;2019;1;verano;habil
76,272;29;8;27,25;2019;1;verano;habil
76,896;29;9;29,05;2019;1;verano;habil
75,36;29;10;30,85;2019;1;verano;habil
77,232;29;11;31,35;2019;1;verano;habil
110,496;29;12;32,5;2019;1;verano;habil
122,256;29;13;33,65;2019;1;verano;habil
128,976;29;14;34,4;2019;1;verano;habil
133,152;29;15;35,55;2019;1;verano;habil
128,64;29;16;36,15;2019;1;verano;habil
121,92;29;17;36,25;2019;1;verano;habil
115,776;29;18;36,45;2019;1;verano;habil
114,048;29;19;35,7;2019;1;verano;habil
94,08;29;20;35,55;2019;1;verano;habil
96,96;29;21;34,9;2019;1;verano;habil
60,528;29;22;27,8;2019;1;verano;habil
60,24;29;23;26;2019;1;verano;habil
71,136;30;0;25,1;2019;1;verano;habil
70,704;30;1;24,4;2019;1;verano;habil
75,168;30;2;23,75;2019;1;verano;habil
75,984;30;3;24,15;2019;1;verano;habil
76,704;30;4;24,55;2019;1;verano;habil
79,344;30;5;25,2;2019;1;verano;habil
78,672;30;6;25,1;2019;1;verano;habil
71,664;30;7;24,7;2019;1;verano;habil
60,48;30;8;24,95;2019;1;verano;habil
59,568;30;9;26,5;2019;1;verano;habil
68,832;30;10;28,15;2019;1;verano;habil
78,768;30;11;29,05;2019;1;verano;habil
93,792;30;12;29,8;2019;1;verano;habil
115,536;30;13;31;2019;1;verano;habil
121,296;30;14;31,35;2019;1;verano;habil
125,52;30;15;32,05;2019;1;verano;habil
130,32;30;16;32,2;2019;1;verano;habil
128,064;30;17;32,25;2019;1;verano;habil
134,352;30;18;32,3;2019;1;verano;habil
113,136;30;19;31,05;2019;1;verano;habil
43,392;30;20;25;2019;1;verano;habil
51,696;30;21;24,6;2019;1;verano;habil
56,928;30;22;24,7;2019;1;verano;habil
59,184;30;23;24,4;2019;1;verano;habil
62,304;31;0;25,45;2019;1;verano;habil
66,144;31;1;25,95;2019;1;verano;habil
64,944;31;2;25;2019;1;verano;habil
61,776;31;3;23,35;2019;1;verano;habil
60,48;31;4;23,85;2019;1;verano;habil
57,696;31;5;23,25;2019;1;verano;habil
53,184;31;6;21,95;2019;1;verano;habil
;31;7;21,75;2019;1;verano;habil
38,832;31;8;22,15;2019;1;verano;habil
39,744;31;9;22,45;2019;1;verano;habil
38,88;31;10;23,7;2019;1;verano;habil
42,672;31;11;26,25;2019;1;verano;habil
53,232;31;12;27,45;2019;1;verano;habil
82,032;31;13;28,45;2019;1;verano;habil
104,64;31;14;29,4;2019;1;verano;habil
104,784;31;15;30;2019;1;verano;habil
110,976;31;16;30,85;2019;1;verano;habil
104,88;31;17;31,35;2019;1;verano;habil
99,84;31;18;31,65;2019;1;verano;habil
84,192;31;19;31,55;2019;1;verano;habil
62,352;31;20;30,95;2019;1;verano;habil
78,192;31;21;30,3;2019;1;verano;habil
85,392;31;22;29,95;2019;1;verano;habil
82,224;31;23;29,35;2019;1;verano;habil
70,992;1;0;25,65;2019;2;verano;habil
49,728;1;1;22,55;2019;2;verano;habil
44,784;1;2;19,65;2019;2;verano;habil
42,672;1;3;19,7;2019;2;verano;habil
39,984;1;4;19,5;2019;2;verano;habil
37,776;1;5;20,3;2019;2;verano;habil
;1;6;21,95;2019;2;verano;habil
34,512;1;7;21,7;2019;2;verano;habil
32,496;1;8;21,05;2019;2;verano;habil
29,616;1;9;21,75;2019;2;verano;habil
33,6;1;10;23,7;2019;2;verano;habil
37,056;1;11;26,25;2019;2;verano;habil
55,872;1;12;27,45;2019;2;verano;habil
73,824;1;13;28,45;2019;2;verano;habil
85,68;1;14;29,4;2019;2;verano;habil
108,912;1;15;30;2019;2;verano;habil
111,648;1;16;30,85;2019;2;verano;habil
106,56;1;17;31,35;2019;2;verano;habil
96,96;1;18;31,65;2019;2;verano;habil
85,392;1;19;31,55;2019;2;verano;habil
58,8;1;20;30,95;2019;2;verano;habil
66,288;1;21;30,3;2019;2;verano;habil
66,096;1;22;29,95;2019;2;verano;habil
71,808;1;23;29,35;2019;2;verano;habil
71,184;2;0;29,1;2019;2;verano;no habil
73,44;2;1;28;2019;2;verano;no habil
69,456;2;2;27,6;2019;2;verano;no habil
69,024;2;3;27,65;2019;2;verano;no habil
70,128;2;4;27,05;2019;2;verano;no habil
;2;5;25,2;2019;2;verano;no habil
65,424;2;6;24,35;2019;2;verano;no habil
56,016;2;7;23,5;2019;2;verano;no habil
44,784;2;8;22,3;2019;2;verano;no habil
42,768;2;9;21,6;2019;2;verano;no habil
40,512;2;10;21,35;2019;2;verano;no habil
34,416;2;11;20,95;2019;2;verano;no habil
29,904;2;12;21,2;2019;2;verano;no habil
30,24;2;13;22,35;2019;2;verano;no habil
30,384;2;14;20,7;2019;2;verano;no habil
30,912;2;15;20,85;2019;2;verano;no habil
34,704;2;16;23,2;2019;2;verano;no habil
35,28;2;17;23,9;2019;2;verano;no habil
33,792;2;18;24;2019;2;verano;no habil
31,008;2;19;22,7;2019;2;verano;no habil
29,52;2;20;21,55;2019;2;verano;no habil
;2;21;20,5;2019;2;verano;no habil
36,288;2;22;19,7;2019;2;verano;no habil
34,224;2;23;19,35;2019;2;verano;no habil
31,776;3;0;19,2;2019;2;verano;no habil
30,912;3;1;19;2019;2;verano;no habil
26,352;3;2;19,25;2019;2;verano;no habil
25,68;3;3;19,5;2019;2;verano;no habil
26,064;3;4;19,15;2019;2;verano;no habil
24,768;3;5;19,3;2019;2;verano;no habil
25,776;3;6;19,1;2019;2;verano;no habil
25,92;3;7;18,85;2019;2;verano;no habil
22,656;3;8;19,05;2019;2;verano;no habil
23,472;3;9;19,5;2019;2;verano;no habil
28,032;3;10;20,4;2019;2;verano;no habil
27,888;3;11;21,05;2019;2;verano;no habil
29,472;3;12;21,15;2019;2;verano;no habil
27,456;3;13;21,5;2019;2;verano;no habil
26,688;3;14;22,4;2019;2;verano;no habil
28,896;3;15;23,5;2019;2;verano;no habil
28,752;3;16;23,95;2019;2;verano;no habil
32,832;3;17;23,65;2019;2;verano;no habil
30,912;3;18;23,65;2019;2;verano;no habil
30,192;3;19;23,6;2019;2;verano;no habil
30,672;3;20;23,55;2019;2;verano;no habil
36,384;3;21;22,75;2019;2;verano;no habil
36,144;3;22;22,5;2019;2;verano;no habil
32,016;3;23;22;2019;2;verano;no habil
34,272;4;0;21,6;2019;2;verano;habil
33,744;4;1;21,2;2019;2;verano;habil
32,208;4;2;20,7;2019;2;verano;habil
28,416;4;3;20,15;2019;2;verano;habil
27,792;4;4;19,45;2019;2;verano;habil
26,592;4;5;18,85;2019;2;verano;habil
;4;6;18,6;2019;2;verano;habil
23,136;4;7;18,35;2019;2;verano;habil
25,728;4;8;18,9;2019;2;verano;habil
26,256;4;9;20,05;2019;2;verano;habil
25,824;4;10;21,2;2019;2;verano;habil
31,584;4;11;22,1;2019;2;verano;habil
;4;12;23,3;2019;2;verano;habil
41,04;4;13;24,85;2019;2;verano;habil
50,928;4;14;25,75;2019;2;verano;habil
55,392;4;15;26,65;2019;2;verano;habil
61,872;4;16;27,55;2019;2;verano;habil
65,136;4;17;28,25;2019;2;verano;habil
54,816;4;18;28,8;2019;2;verano;habil
47,04;4;19;28,85;2019;2;verano;habil
46,368;4;20;28,35;2019;2;verano;habil
54,528;4;21;27,6;2019;2;verano;habil
59,904;4;22;26,9;2019;2;verano;habil
60,192;4;23;26,05;2019;2;verano;habil
62,592;5;0;25,4;2019;2;verano;habil
60,48;5;1;24,5;2019;2;verano;habil
;5;2;24,2;2019;2;verano;habil
49,152;5;3;23,1;2019;2;verano;habil
47,088;5;4;22,35;2019;2;verano;habil
45,504;5;5;22;2019;2;verano;habil
43,2;5;6;21,8;2019;2;verano;habil
34,992;5;7;21,55;2019;2;verano;habil
31,344;5;8;22,5;2019;2;verano;habil
32,688;5;9;23,75;2019;2;verano;habil
33,648;5;10;25,2;2019;2;verano;habil
39,744;5;11;26,6;2019;2;verano;habil
48;5;12;27,8;2019;2;verano;habil
70,08;5;13;28,6;2019;2;verano;habil
88,512;5;14;29,5;2019;2;verano;habil
97,2;5;15;30,35;2019;2;verano;habil
91,152;5;16;30,95;2019;2;verano;habil
88,512;5;17;31,3;2019;2;verano;habil
80,64;5;18;31,6;2019;2;verano;habil
71,472;5;19;31,1;2019;2;verano;habil
56,784;5;20;30,55;2019;2;verano;habil
58,464;5;21;29,9;2019;2;verano;habil
66,912;5;22;28,65;2019;2;verano;habil
70,704;5;23;27,5;2019;2;verano;habil
73,584;6;0;27,2;2019;2;verano;habil
71,808;6;1;26,45;2019;2;verano;habil
66,72;6;2;25,65;2019;2;verano;habil
60,768;6;3;24,85;2019;2;verano;habil
;6;4;23,8;2019;2;verano;habil
56,352;6;5;23,6;2019;2;verano;habil
54,624;6;6;23,2;2019;2;verano;habil
44,88;6;7;23,1;2019;2;verano;habil
36,528;6;8;23,4;2019;2;verano;habil
36,432;6;9;24,1;2019;2;verano;habil
40,32;6;10;25,05;2019;2;verano;habil
53,664;6;11;27;2019;2;verano;habil
78,288;6;12;28,95;2019;2;verano;habil
94,224;6;13;30,4;2019;2;verano;habil
108,96;6;14;32,1;2019;2;verano;habil
112,656;6;15;33,5;2019;2;verano;habil
120,048;6;16;34,5;2019;2;verano;habil
120,768;6;17;35,4;2019;2;verano;habil
108,48;6;18;35,1;2019;2;verano;habil
90,816;6;19;34,75;2019;2;verano;habil
71,808;6;20;33,65;2019;2;verano;habil
73,248;6;21;32,3;2019;2;verano;habil
80,88;6;22;31,2;2019;2;verano;habil
88,32;6;23;30,45;2019;2;verano;habil
92,64;7;0;29,5;2019;2;verano;habil
87,264;7;1;28,5;2019;2;verano;habil
82,128;7;2;27,85;2019;2;verano;habil
81,168;7;3;26,9;2019;2;verano;habil
77,616;7;4;26,15;2019;2;verano;habil
72,672;7;5;25,15;2019;2;verano;habil
69,36;7;6;24,2;2019;2;verano;habil
56,112;7;7;23,1;2019;2;verano;habil
;7;8;23,15;2019;2;verano;habil
45,264;7;9;23,65;2019;2;verano;habil
45,264;7;10;24,6;2019;2;verano;habil
52,128;7;11;25,8;2019;2;verano;habil
80,352;7;12;27,15;2019;2;verano;habil
108,672;7;13;29;2019;2;verano;habil
121,152;7;14;30,05;2019;2;verano;habil
129,6;7;15;31,1;2019;2;verano;habil
126,672;7;16;31,55;2019;2;verano;habil
115,056;7;17;31,8;2019;2;verano;habil
103,056;7;18;32;2019;2;verano;habil
81,792;7;19;31,95;2019;2;verano;habil
75,504;7;20;31,95;2019;2;verano;habil
82,512;7;21;31,5;2019;2;verano;habil
77,952;7;22;30,65;2019;2;verano;habil
81,648;7;23;29,85;2019;2;verano;habil
92,496;8;0;29,1;2019;2;verano;habil
94,032;8;1;28,85;2019;2;verano;habil
92,448;8;2;28,1;2019;2;verano;habil
80,256;8;3;26,7;2019;2;verano;habil
73,44;8;4;25,6;2019;2;verano;habil
69,984;8;5;24,7;2019;2;verano;habil
68,304;8;6;24,2;2019;2;verano;habil
57,168;8;7;23,5;2019;2;verano;habil
46,224;8;8;22,85;2019;2;verano;habil
41,184;8;9;23,1;2019;2;verano;habil
39,696;8;10;24;2019;2;verano;habil
46,08;8;11;25;2019;2;verano;habil
57,648;8;12;26,1;2019;2;verano;habil
80,688;8;13;27,15;2019;2;verano;habil
89,808;8;14;28;2019;2;verano;habil
99,504;8;15;28,7;2019;2;verano;habil
100,944;8;16;29,3;2019;2;verano;habil
96,768;8;17;29,95;2019;2;verano;habil
97,536;8;18;29,85;2019;2;verano;habil
74,592;8;19;29,2;2019;2;verano;habil
68,256;8;20;28,85;2019;2;verano;habil
72,384;8;21;28,4;2019;2;verano;habil
74,928;8;22;27,9;2019;2;verano;habil
78,384;8;23;27,2;2019;2;verano;habil
84,48;9;0;27,1;2019;2;verano;no habil
86,112;9;1;26,9;2019;2;verano;no habil
84,912;9;2;26,5;2019;2;verano;no habil
83,04;9;3;26;2019;2;verano;no habil
80,592;9;4;25,1;2019;2;verano;no habil
75,936;9;5;24,4;2019;2;verano;no habil
72,432;9;6;23,25;2019;2;verano;no habil
68,448;9;7;22,35;2019;2;verano;no habil
52,608;9;8;22,1;2019;2;verano;no habil
49,488;9;9;22,35;2019;2;verano;no habil
51,216;9;10;23,2;2019;2;verano;no habil
50,736;9;11;24,95;2019;2;verano;no habil
61,104;9;12;26,75;2019;2;verano;no habil
96,672;9;13;28,4;2019;2;verano;no habil
110,88;9;14;29,35;2019;2;verano;no habil
115,728;9;15;30,45;2019;2;verano;no habil
119,04;9;16;31,1;2019;2;verano;no habil
111,264;9;17;31,45;2019;2;verano;no habil
103,056;9;18;31,55;2019;2;verano;no habil
90,288;9;19;31,2;2019;2;verano;no habil
76,272;9;20;30,85;2019;2;verano;no habil
71,184;9;21;30,45;2019;2;verano;no habil
77,52;9;22;27,4;2019;2;verano;no habil
80,928;9;23;24,1;2019;2;verano;no habil
79,248;10;0;25,3;2019;2;verano;no habil
73,968;10;1;26,1;2019;2;verano;no habil
72,624;10;2;25,75;2019;2;verano;no habil
67,248;10;3;25,35;2019;2;verano;no habil
68,496;10;4;25,2;2019;2;verano;no habil
;10;5;24,8;2019;2;verano;no habil
61,776;10;6;24,6;2019;2;verano;no habil
51,888;10;7;24,5;2019;2;verano;no habil
;10;8;23,95;2019;2;verano;no habil
53,184;10;9;26,05;2019;2;verano;no habil
60,336;10;10;27,9;2019;2;verano;no habil
68,544;10;11;29,5;2019;2;verano;no habil
81,984;10;12;30,4;2019;2;verano;no habil
;10;13;31,5;2019;2;verano;no habil
112,704;10;14;32,5;2019;2;verano;no habil
109,296;10;15;33,2;2019;2;verano;no habil
125,616;10;16;33,55;2019;2;verano;no habil
125,184;10;17;34,35;2019;2;verano;no habil
124,08;10;18;34,65;2019;2;verano;no habil
99,216;10;19;34,7;2019;2;verano;no habil
81,552;10;20;34,15;2019;2;verano;no habil
79,728;10;21;33;2019;2;verano;no habil
82,176;10;22;32,05;2019;2;verano;no habil
82,608;10;23;31,05;2019;2;verano;no habil
80,064;11;0;26,65;2019;2;verano;habil
80,544;11;1;24,65;2019;2;verano;habil
;11;2;24,85;2019;2;verano;habil
74,832;11;3;24,95;2019;2;verano;habil
70,8;11;4;23,55;2019;2;verano;habil
68,496;11;5;23,6;2019;2;verano;habil
60,672;11;6;22,3;2019;2;verano;habil
51,504;11;7;21,3;2019;2;verano;habil
34,128;11;8;19,8;2019;2;verano;habil
29,376;11;9;17,2;2019;2;verano;habil
26,688;11;10;16,7;2019;2;verano;habil
27,744;11;11;17,45;2019;2;verano;habil
26,208;11;12;18,6;2019;2;verano;habil
25,104;11;13;19;2019;2;verano;habil
26,592;11;14;18,8;2019;2;verano;habil
25,392;11;15;18,45;2019;2;verano;habil
23,616;11;16;17,9;2019;2;verano;habil
25,68;11;17;17,45;2019;2;verano;habil
25,44;11;18;17,2;2019;2;verano;habil
29,328;11;19;16,95;2019;2;verano;habil
33,312;11;20;16,5;2019;2;verano;habil
36,576;11;21;16,35;2019;2;verano;habil
39,888;11;22;16,05;2019;2;verano;habil
37,776;11;23;15,85;2019;2;verano;habil
35,616;12;0;15,2;2019;2;verano;habil
32,16;12;1;15,05;2019;2;verano;habil
27,984;12;2;15,25;2019;2;verano;habil
28,032;12;3;15,3;2019;2;verano;habil
27,936;12;4;15,05;2019;2;verano;habil
28,704;12;5;14,85;2019;2;verano;habil
27,12;12;6;14,55;2019;2;verano;habil
22,896;12;7;14,15;2019;2;verano;habil
18,288;12;8;14,35;2019;2;verano;habil
19,872;12;9;14,2;2019;2;verano;habil
20,352;12;10;14,65;2019;2;verano;habil
21,936;12;11;15,15;2019;2;verano;habil
23,952;12;12;16,3;2019;2;verano;habil
23,952;12;13;17,85;2019;2;verano;habil
25,2;12;14;18,6;2019;2;verano;habil
23,808;12;15;19,95;2019;2;verano;habil
24,144;12;16;21,3;2019;2;verano;habil
26,928;12;17;22,45;2019;2;verano;habil
29,856;12;18;23,25;2019;2;verano;habil
30,192;12;19;23,65;2019;2;verano;habil
40,512;12;20;23,1;2019;2;verano;habil
42,24;12;21;22,1;2019;2;verano;habil
42,576;12;22;21,3;2019;2;verano;habil
43,392;12;23;20,75;2019;2;verano;habil
42,144;13;0;19,85;2019;2;verano;habil
38,88;13;1;19;2019;2;verano;habil
34,704;13;2;18,45;2019;2;verano;habil
32,112;13;3;17,8;2019;2;verano;habil
30,048;13;4;17,3;2019;2;verano;habil
30,192;13;5;16,95;2019;2;verano;habil
29,04;13;6;16,45;2019;2;verano;habil
;13;7;15,95;2019;2;verano;habil
21,504;13;8;15,9;2019;2;verano;habil
21,408;13;9;16,9;2019;2;verano;habil
23,568;13;10;18,75;2019;2;verano;habil
26,4;13;11;20,3;2019;2;verano;habil
26,976;13;12;21,35;2019;2;verano;habil
29,088;13;13;22,6;2019;2;verano;habil
30,24;13;14;23,6;2019;2;verano;habil
30,384;13;15;24,45;2019;2;verano;habil
31,872;13;16;25,3;2019;2;verano;habil
32,832;13;17;26,05;2019;2;verano;habil
38,304;13;18;26,45;2019;2;verano;habil
38,208;13;19;26,4;2019;2;verano;habil
42,912;13;20;26,05;2019;2;verano;habil
48,48;13;21;25,1;2019;2;verano;habil
50,4;13;22;24,25;2019;2;verano;habil
49,392;13;23;23,35;2019;2;verano;habil
43,056;14;0;22,65;2019;2;verano;habil
40,32;14;1;22,4;2019;2;verano;habil
37,536;14;2;22,35;2019;2;verano;habil
36,192;14;3;21,05;2019;2;verano;habil
35,376;14;4;20,45;2019;2;verano;habil
33,408;14;5;21,2;2019;2;verano;habil
32,496;14;6;20,6;2019;2;verano;habil
24,576;14;7;20,55;2019;2;verano;habil
;14;8;21,4;2019;2;verano;habil
22,032;14;9;22,85;2019;2;verano;habil
23,664;14;10;24,8;2019;2;verano;habil
24,912;14;11;26,4;2019;2;verano;habil
34,464;14;12;28,05;2019;2;verano;habil
50,16;14;13;29,7;2019;2;verano;habil
57,792;14;14;30,9;2019;2;verano;habil
67,584;14;15;31,6;2019;2;verano;habil
67,776;14;16;31,5;2019;2;verano;habil
64,08;14;17;31,9;2019;2;verano;habil
61,824;14;18;32;2019;2;verano;habil
59,28;14;19;31,95;2019;2;verano;habil
50,976;14;20;31,45;2019;2;verano;habil
62,832;14;21;30,25;2019;2;verano;habil
66;14;22;28,85;2019;2;verano;habil
64,56;14;23;27,5;2019;2;verano;habil
63,408;15;0;26,95;2019;2;verano;habil
57,264;15;1;26,5;2019;2;verano;habil
54,048;15;2;26,3;2019;2;verano;habil
51,504;15;3;25,5;2019;2;verano;habil
49,44;15;4;23,95;2019;2;verano;habil
47,184;15;5;22,75;2019;2;verano;habil
44,448;15;6;22,05;2019;2;verano;habil
35,808;15;7;21,85;2019;2;verano;habil
30,72;15;8;22,45;2019;2;verano;habil
27,552;15;9;25,6;2019;2;verano;habil
33,84;15;10;27,15;2019;2;verano;habil
41,568;15;11;28,45;2019;2;verano;habil
53,472;15;12;30,05;2019;2;verano;habil
78,576;15;13;31,35;2019;2;verano;habil
90,72;15;14;32,4;2019;2;verano;habil
;15;15;33,1;2019;2;verano;habil
93,312;15;16;33,6;2019;2;verano;habil
96,864;15;17;34,05;2019;2;verano;habil
91,632;15;18;34,05;2019;2;verano;habil
80,16;15;19;33,9;2019;2;verano;habil
61,296;15;20;32,95;2019;2;verano;habil
63,36;15;21;31,35;2019;2;verano;habil
68,448;15;22;29,55;2019;2;verano;habil
63,168;15;23;28,95;2019;2;verano;habil
60;16;0;28,4;2019;2;verano;no habil
62,448;16;1;27,35;2019;2;verano;no habil
63,36;16;2;27,6;2019;2;verano;no habil
61,2;16;3;26,55;2019;2;verano;no habil
60,384;16;4;26,05;2019;2;verano;no habil
59,088;16;5;24,55;2019;2;verano;no habil
58,752;16;6;23,85;2019;2;verano;no habil
49,728;16;7;23,8;2019;2;verano;no habil
42,864;16;8;23,9;2019;2;verano;no habil
42,912;16;9;26,55;2019;2;verano;no habil
39,264;16;10;26,35;2019;2;verano;no habil
52,992;16;11;27,05;2019;2;verano;no habil
76,368;16;12;28,65;2019;2;verano;no habil
98,592;16;13;30,2;2019;2;verano;no habil
120,288;16;14;31,6;2019;2;verano;no habil
124,992;16;15;32,55;2019;2;verano;no habil
131,28;16;16;33,6;2019;2;verano;no habil
121,104;16;17;34,15;2019;2;verano;no habil
120,48;16;18;34,25;2019;2;verano;no habil
101,568;16;19;33,7;2019;2;verano;no habil
76,368;16;20;32,6;2019;2;verano;no habil
83,28;16;21;30,95;2019;2;verano;no habil
80,208;16;22;30;2019;2;verano;no habil
66,432;16;23;29,35;2019;2;verano;no habil
65,28;17;0;28,35;2019;2;verano;no habil
71,088;17;1;27,6;2019;2;verano;no habil
;17;2;26,5;2019;2;verano;no habil
74,208;17;3;25,6;2019;2;verano;no habil
72,24;17;4;24,9;2019;2;verano;no habil
69,408;17;5;24,15;2019;2;verano;no habil
63,312;17;6;23,75;2019;2;verano;no habil
55,488;17;7;23,4;2019;2;verano;no habil
50,496;17;8;23,25;2019;2;verano;no habil
53,856;17;9;23,9;2019;2;verano;no habil
58,32;17;10;25,4;2019;2;verano;no habil
67,584;17;11;26,3;2019;2;verano;no habil
83,04;17;12;28,1;2019;2;verano;no habil
90;17;13;29,6;2019;2;verano;no habil
96,144;17;14;31;2019;2;verano;no habil
96,384;17;15;32,05;2019;2;verano;no habil
114,24;17;16;33,1;2019;2;verano;no habil
119,616;17;17;33,85;2019;2;verano;no habil
116,688;17;18;34,1;2019;2;verano;no habil
103,68;17;19;33,8;2019;2;verano;no habil
89,424;17;20;32,9;2019;2;verano;no habil
