kW;temperatura;año;mes;hora;día;estacion;tipo_dia
61,68;22,625;2020;3;7;10;otoño;habil
42,288;21,575;2020;3;8;10;otoño;habil
38,112;21,45;2020;3;9;10;otoño;habil
39,648;22,25;2020;3;10;10;otoño;habil
44,976;23,675;2020;3;11;10;otoño;habil
54,24;24,95;2020;3;12;10;otoño;habil
70,608;26,35;2020;3;13;10;otoño;habil
77,328;27,825;2020;3;14;10;otoño;habil
77,952;28,675;2020;3;15;10;otoño;habil
82,656;29,15;2020;3;16;10;otoño;habil
84,192;29,375;2020;3;17;10;otoño;habil
78,192;29,475;2020;3;18;10;otoño;habil
66,288;29,275;2020;3;19;10;otoño;habil
73,344;28,95;2020;3;20;10;otoño;habil
90;28,675;2020;3;21;10;otoño;habil
97,008;27,9;2020;3;22;10;otoño;habil
104,112;27,575;2020;3;23;10;otoño;habil
102,144;27,05;2020;3;0;11;otoño;habil
94,224;26,275;2020;3;1;11;otoño;habil
89,184;25,65;2020;3;2;11;otoño;habil
81,216;25,35;2020;3;3;11;otoño;habil
78,432;25,35;2020;3;4;11;otoño;habil
72,912;24,925;2020;3;5;11;otoño;habil
66,336;24,275;2020;3;6;11;otoño;habil
58,752;23,75;2020;3;7;11;otoño;habil
43,584;22,475;2020;3;8;11;otoño;habil
41,184;22,825;2020;3;9;11;otoño;habil
41,232;23,525;2020;3;10;11;otoño;habil
43,056;24,475;2020;3;11;11;otoño;habil
54,48;26,05;2020;3;12;11;otoño;habil
68,64;27,825;2020;3;13;11;otoño;habil
103,344;29,05;2020;3;14;11;otoño;habil
104,592;29,95;2020;3;15;11;otoño;habil
102,72;30,55;2020;3;16;11;otoño;habil
101,76;30,975;2020;3;17;11;otoño;habil
99,888;31,025;2020;3;18;11;otoño;habil
80,784;30,775;2020;3;19;11;otoño;habil
78,288;30,25;2020;3;20;11;otoño;habil
75,216;29,325;2020;3;21;11;otoño;habil
85,44;27,25;2020;3;22;11;otoño;habil
82,896;26,1;2020;3;23;11;otoño;habil
85,296;25;2020;3;0;12;otoño;habil
76,032;23,9;2020;3;1;12;otoño;habil
74,016;23,275;2020;3;2;12;otoño;habil
72,144;22,525;2020;3;3;12;otoño;habil
66,48;22,15;2020;3;4;12;otoño;habil
63,264;21,85;2020;3;5;12;otoño;habil
57,696;21,45;2020;3;6;12;otoño;habil
47,952;20,975;2020;3;7;12;otoño;habil
33,84;20,675;2020;3;8;12;otoño;habil
33,6;20,85;2020;3;9;12;otoño;habil
36,528;21,775;2020;3;10;12;otoño;habil
39,12;23,125;2020;3;11;12;otoño;habil
58,368;24,625;2020;3;12;12;otoño;habil
70,224;26,2;2020;3;13;12;otoño;habil
92,4;27,85;2020;3;14;12;otoño;habil
99,408;29,125;2020;3;15;12;otoño;habil
105,456;30,125;2020;3;16;12;otoño;habil
101,472;30,65;2020;3;17;12;otoño;habil
101,568;30,825;2020;3;18;12;otoño;habil
79,2;31,05;2020;3;19;12;otoño;habil
72,672;30,375;2020;3;20;12;otoño;habil
81,984;29,625;2020;3;21;12;otoño;habil
91,776;29,175;2020;3;22;12;otoño;habil
90,48;28,575;2020;3;23;12;otoño;habil
90,528;27,725;2020;3;0;13;otoño;habil
81,216;27,025;2020;3;1;13;otoño;habil
76,848;26,25;2020;3;2;13;otoño;habil
73,776;25,375;2020;3;3;13;otoño;habil
72,96;24,825;2020;3;4;13;otoño;habil
70,368;24,475;2020;3;5;13;otoño;habil
62,448;23,975;2020;3;6;13;otoño;habil
53,712;23,425;2020;3;7;13;otoño;habil
39,36;22,15;2020;3;8;13;otoño;habil
40,704;23,225;2020;3;9;13;otoño;habil
44,352;24,9;2020;3;10;13;otoño;habil
55,392;26,25;2020;3;11;13;otoño;habil
73,344;27,725;2020;3;12;13;otoño;habil
83,952;28,95;2020;3;13;13;otoño;habil
103,344;30,125;2020;3;14;13;otoño;habil
122,88;31,025;2020;3;15;13;otoño;habil
120,48;31,725;2020;3;16;13;otoño;habil
116,64;32,05;2020;3;17;13;otoño;habil
111,456;32,15;2020;3;18;13;otoño;habil
101,184;31,7;2020;3;19;13;otoño;habil
85,344;30,75;2020;3;20;13;otoño;habil
92,304;30,025;2020;3;21;13;otoño;habil
100,416;30;2020;3;22;13;otoño;habil
102,432;29,4;2020;3;23;13;otoño;habil
106,8;27,65;2020;3;0;14;otoño;no habil
105,552;24,825;2020;3;1;14;otoño;no habil
97,968;22,925;2020;3;2;14;otoño;no habil
92,448;19,1;2020;3;3;14;otoño;no habil
91,056;18,075;2020;3;4;14;otoño;no habil
88,272;17,2;2020;3;5;14;otoño;no habil
80,304;16;2020;3;6;14;otoño;no habil
70,512;16,9;2020;3;7;14;otoño;no habil
48,864;16,775;2020;3;8;14;otoño;no habil
36,192;16,7;2020;3;9;14;otoño;no habil
32,928;16,775;2020;3;10;14;otoño;no habil
34,032;16,95;2020;3;11;14;otoño;no habil
33,84;17,975;2020;3;12;14;otoño;no habil
34,272;16,75;2020;3;13;14;otoño;no habil
31,056;15,775;2020;3;14;14;otoño;no habil
36,432;15,4;2020;3;15;14;otoño;no habil
40,272;15,45;2020;3;16;14;otoño;no habil
39,024;15,75;2020;3;17;14;otoño;no habil
35,712;15,85;2020;3;18;14;otoño;no habil
32,4;16,2;2020;3;19;14;otoño;no habil
39,6;16,375;2020;3;20;14;otoño;no habil
43,056;16,35;2020;3;21;14;otoño;no habil
41,808;16,275;2020;3;22;14;otoño;no habil
42,96;16,1;2020;3;23;14;otoño;no habil
42,768;16,175;2020;3;0;15;otoño;no habil
38,64;16,225;2020;3;1;15;otoño;no habil
34,224;16,25;2020;3;2;15;otoño;no habil
32,928;15,875;2020;3;3;15;otoño;no habil
30,624;15,525;2020;3;4;15;otoño;no habil
30,384;15,475;2020;3;5;15;otoño;no habil
31,824;15,15;2020;3;6;15;otoño;no habil
32,064;15,25;2020;3;7;15;otoño;no habil
23,376;15,45;2020;3;8;15;otoño;no habil
23,616;17,075;2020;3;9;15;otoño;no habil
27,264;18,375;2020;3;10;15;otoño;no habil
26,736;20,1;2020;3;11;15;otoño;no habil
26,064;21,425;2020;3;12;15;otoño;no habil
26,88;22,75;2020;3;13;15;otoño;no habil
26,304;23,725;2020;3;14;15;otoño;no habil
28,944;24,5;2020;3;15;15;otoño;no habil
30,864;25,15;2020;3;16;15;otoño;no habil
35,52;25,5;2020;3;17;15;otoño;no habil
37,92;25,35;2020;3;18;15;otoño;no habil
37,104;24,65;2020;3;19;15;otoño;no habil
49,2;23,5;2020;3;20;15;otoño;no habil
48,816;22,375;2020;3;21;15;otoño;no habil
48,24;22,05;2020;3;22;15;otoño;no habil
47,664;21,6;2020;3;23;15;otoño;no habil
42,816;20,475;2020;3;0;16;otoño;habil
34,224;20,175;2020;3;1;16;otoño;habil
33,552;19,425;2020;3;2;16;otoño;habil
30,384;18,9;2020;3;3;16;otoño;habil
30,288;18,525;2020;3;4;16;otoño;habil
30,096;17,575;2020;3;5;16;otoño;habil
30,528;17,375;2020;3;6;16;otoño;habil
30,528;17,75;2020;3;7;16;otoño;habil
22,368;18,025;2020;3;8;16;otoño;habil
22,8;19,75;2020;3;9;16;otoño;habil
24,528;20,575;2020;3;10;16;otoño;habil
25,632;22,55;2020;3;11;16;otoño;habil
27,792;24,125;2020;3;12;16;otoño;habil
30,48;24,925;2020;3;13;16;otoño;habil
39,456;25,8;2020;3;14;16;otoño;habil
43,536;26,825;2020;3;15;16;otoño;habil
42,576;27,15;2020;3;16;16;otoño;habil
41,856;27,375;2020;3;17;16;otoño;habil
41,592;27,3;2020;3;18;16;otoño;habil
41,328;26,925;2020;3;19;16;otoño;habil
46,896;25,775;2020;3;20;16;otoño;habil
49,248;24,55;2020;3;21;16;otoño;habil
50,64;23,95;2020;3;22;16;otoño;habil
50,112;23;2020;3;23;16;otoño;habil
47,28;21,65;2020;3;0;17;otoño;habil
41,28;21,325;2020;3;1;17;otoño;habil
39,024;21;2020;3;2;17;otoño;habil
39,648;20,25;2020;3;3;17;otoño;habil
36,096;19,65;2020;3;4;17;otoño;habil
33,936;18,8;2020;3;5;17;otoño;habil
34,8;18,45;2020;3;6;17;otoño;habil
35,088;18,25;2020;3;7;17;otoño;habil
23,904;18,1;2020;3;8;17;otoño;habil
27,696;19,325;2020;3;9;17;otoño;habil
29,184;20,85;2020;3;10;17;otoño;habil
29,184;22,575;2020;3;11;17;otoño;habil
29,904;24,075;2020;3;12;17;otoño;habil
30,144;25,075;2020;3;13;17;otoño;habil
31,056;26,225;2020;3;14;17;otoño;habil
37,104;27,275;2020;3;15;17;otoño;habil
38,496;27,925;2020;3;16;17;otoño;habil
39,12;28,275;2020;3;17;17;otoño;habil
38,352;28,375;2020;3;18;17;otoño;habil
38,208;27,525;2020;3;19;17;otoño;habil
44,64;26,075;2020;3;20;17;otoño;habil
44,832;25,05;2020;3;21;17;otoño;habil
48,336;23,675;2020;3;22;17;otoño;habil
46,752;22,775;2020;3;23;17;otoño;habil
40,704;22;2020;3;0;18;otoño;habil
38,64;21,5;2020;3;1;18;otoño;habil
36,144;20,9;2020;3;2;18;otoño;habil
33,072;20,5;2020;3;3;18;otoño;habil
32,064;19,7;2020;3;4;18;otoño;habil
31,008;18,625;2020;3;5;18;otoño;habil
32,88;18,125;2020;3;6;18;otoño;habil
30,432;17,75;2020;3;7;18;otoño;habil
23,808;17,5;2020;3;8;18;otoño;habil
25,056;17,85;2020;3;9;18;otoño;habil
28,224;19;2020;3;10;18;otoño;habil
28,56;19,65;2020;3;11;18;otoño;habil
29,712;21,1;2020;3;12;18;otoño;habil
37,2;22,325;2020;3;13;18;otoño;habil
37,296;23,075;2020;3;14;18;otoño;habil
41,568;23,9;2020;3;15;18;otoño;habil
51,984;24,3;2020;3;16;18;otoño;habil
53,952;24,45;2020;3;17;18;otoño;habil
55,968;24,425;2020;3;18;18;otoño;habil
51,36;24,05;2020;3;19;18;otoño;habil
50,688;23,525;2020;3;20;18;otoño;habil
52,032;23,4;2020;3;21;18;otoño;habil
52,752;23,4;2020;3;22;18;otoño;habil
50,88;23,25;2020;3;23;18;otoño;habil
44,976;22,825;2020;3;0;19;otoño;habil
42,144;22,45;2020;3;1;19;otoño;habil
38,016;22,325;2020;3;2;19;otoño;habil
34,992;22,15;2020;3;3;19;otoño;habil
32,448;22,1;2020;3;4;19;otoño;habil
31,68;21,925;2020;3;5;19;otoño;habil
30,768;21,7;2020;3;6;19;otoño;habil
29,376;21,525;2020;3;7;19;otoño;habil
28,32;21,15;2020;3;8;19;otoño;habil
26,88;21,425;2020;3;9;19;otoño;habil
28,944;21,725;2020;3;10;19;otoño;habil
29,76;22,325;2020;3;11;19;otoño;habil
32,064;23,275;2020;3;12;19;otoño;habil
37,872;23,6;2020;3;13;19;otoño;habil
47,856;24,075;2020;3;14;19;otoño;habil
49,488;24,475;2020;3;15;19;otoño;habil
52,416;24,875;2020;3;16;19;otoño;habil
57,36;24,85;2020;3;17;19;otoño;habil
58,752;24,375;2020;3;18;19;otoño;habil
52,32;23,825;2020;3;19;19;otoño;habil
47,664;23,325;2020;3;20;19;otoño;habil
51,6;22,575;2020;3;21;19;otoño;habil
49,68;21,45;2020;3;22;19;otoño;habil
49,824;20,25;2020;3;23;19;otoño;habil
48,288;19,1;2020;3;0;20;otoño;habil
39,744;18,325;2020;3;1;20;otoño;habil
36,288;18,3;2020;3;2;20;otoño;habil
33,6;18,1;2020;3;3;20;otoño;habil
31,392;17,375;2020;3;4;20;otoño;habil
29,616;16,675;2020;3;5;20;otoño;habil
30,48;16,35;2020;3;6;20;otoño;habil
30,72;16,45;2020;3;7;20;otoño;habil
25,92;16,125;2020;3;8;20;otoño;habil
28,032;15,95;2020;3;9;20;otoño;habil
31,536;16,2;2020;3;10;20;otoño;habil
32,064;16,45;2020;3;11;20;otoño;habil
39,696;17,175;2020;3;12;20;otoño;habil
53,568;17,975;2020;3;13;20;otoño;habil
63,84;18,875;2020;3;14;20;otoño;habil
69,936;19,75;2020;3;15;20;otoño;habil
70,416;20,25;2020;3;16;20;otoño;habil
78;20,225;2020;3;17;20;otoño;habil
78,144;19,875;2020;3;18;20;otoño;habil
70,272;19,475;2020;3;19;20;otoño;habil
62,928;19,225;2020;3;20;20;otoño;habil
67,248;18,85;2020;3;21;20;otoño;habil
67,536;18,55;2020;3;22;20;otoño;habil
67,008;18,175;2020;3;23;20;otoño;habil
64,992;22,825;2020;3;0;21;otoño;no habil
53,424;22,45;2020;3;1;21;otoño;no habil
48,144;22,325;2020;3;2;21;otoño;no habil
44,88;22,15;2020;3;3;21;otoño;no habil
42,768;22,1;2020;3;4;21;otoño;no habil
38,64;21,925;2020;3;5;21;otoño;no habil
37,872;21,7;2020;3;6;21;otoño;no habil
35,472;21,525;2020;3;7;21;otoño;no habil
29,664;21,15;2020;3;8;21;otoño;no habil
28,272;21,425;2020;3;9;21;otoño;no habil
31,872;21,725;2020;3;10;21;otoño;no habil
36,24;22,325;2020;3;11;21;otoño;no habil
48,528;23,275;2020;3;12;21;otoño;no habil
58,512;23,6;2020;3;13;21;otoño;no habil
78,912;24,075;2020;3;14;21;otoño;no habil
95,184;24,475;2020;3;15;21;otoño;no habil
98,352;24,875;2020;3;16;21;otoño;no habil
96,96;24,85;2020;3;17;21;otoño;no habil
97,872;24,375;2020;3;18;21;otoño;no habil
90,144;23,825;2020;3;19;21;otoño;no habil
79,488;23,325;2020;3;20;21;otoño;no habil
78,144;22,575;2020;3;21;21;otoño;no habil
73,152;21,45;2020;3;22;21;otoño;no habil
66,912;20,25;2020;3;23;21;otoño;no habil
64,416;27,8;2020;3;0;22;otoño;no habil
57,816;27,7;2020;3;1;22;otoño;no habil
52,512;26,875;2020;3;2;22;otoño;no habil
49,92;26;2020;3;3;22;otoño;no habil
46,344;24,65;2020;3;4;22;otoño;no habil
42,96;24;2020;3;5;22;otoño;no habil
41,568;22,775;2020;3;6;22;otoño;no habil
38,304;22,725;2020;3;7;22;otoño;no habil
31,92;22,15;2020;3;8;22;otoño;no habil
30,72;23,225;2020;3;9;22;otoño;no habil
34,824;24,9;2020;3;10;22;otoño;no habil
39,744;26,25;2020;3;11;22;otoño;no habil
49,008;27,725;2020;3;12;22;otoño;no habil
67,512;28,95;2020;3;13;22;otoño;no habil
85,944;30,125;2020;3;14;22;otoño;no habil
102,456;31,025;2020;3;15;22;otoño;no habil
107,352;31,725;2020;3;16;22;otoño;no habil
107,592;32,05;2020;3;17;22;otoño;no habil
103,584;32,15;2020;3;18;22;otoño;no habil
91,152;31,7;2020;3;19;22;otoño;no habil
79,512;30,75;2020;3;20;22;otoño;no habil
78,96;30,025;2020;3;21;22;otoño;no habil
78,048;30;2020;3;22;22;otoño;no habil
72,624;29,4;2020;3;23;22;otoño;no habil
63,84;27,65;2020;3;0;23;otoño;no habil
62,208;24,825;2020;3;1;23;otoño;no habil
56,88;23,625;2020;3;2;23;otoño;no habil
54,96;24;2020;3;3;23;otoño;no habil
49,92;23,65;2020;3;4;23;otoño;no habil
47,28;23,675;2020;3;5;23;otoño;no habil
45,264;23,1;2020;3;6;23;otoño;no habil
41,136;22,325;2020;3;7;23;otoño;no habil
34,176;22,025;2020;3;8;23;otoño;no habil
33,168;23,375;2020;3;9;23;otoño;no habil
37,776;24,575;2020;3;10;23;otoño;no habil
43,248;26,175;2020;3;11;23;otoño;no habil
49,488;28,025;2020;3;12;23;otoño;no habil
76,512;29,5;2020;3;13;23;otoño;no habil
92,976;31,1;2020;3;14;23;otoño;no habil
109,728;32,1;2020;3;15;23;otoño;no habil
116,352;32,55;2020;3;16;23;otoño;no habil
118,224;32,975;2020;3;17;23;otoño;no habil
109,296;33,35;2020;3;18;23;otoño;no habil
92,16;33,175;2020;3;19;23;otoño;no habil
79,536;31,9;2020;3;20;23;otoño;no habil
79,776;31,05;2020;3;21;23;otoño;no habil
82,944;29,875;2020;3;22;23;otoño;no habil
78,336;28,425;2020;3;23;23;otoño;no habil
75,696;27,8;2020;3;0;24;otoño;no habil
68,544;27,7;2020;3;1;24;otoño;no habil
66,912;26,875;2020;3;2;24;otoño;no habil
60,144;26;2020;3;3;24;otoño;no habil
57,984;24,65;2020;3;4;24;otoño;no habil
49,776;24;2020;3;5;24;otoño;no habil
46,08;22,775;2020;3;6;24;otoño;no habil
40,56;22,725;2020;3;7;24;otoño;no habil
32,688;22,15;2020;3;8;24;otoño;no habil
36,288;23,225;2020;3;9;24;otoño;no habil
37,296;24,9;2020;3;10;24;otoño;no habil
39,312;26,25;2020;3;11;24;otoño;no habil
53,04;27,725;2020;3;12;24;otoño;no habil
62,784;28,95;2020;3;13;24;otoño;no habil
80,976;30,125;2020;3;14;24;otoño;no habil
100,368;31,025;2020;3;15;24;otoño;no habil
103,2;31,725;2020;3;16;24;otoño;no habil
99,84;32,05;2020;3;17;24;otoño;no habil
97,68;32,15;2020;3;18;24;otoño;no habil
80,256;31,7;2020;3;19;24;otoño;no habil
77,856;30,75;2020;3;20;24;otoño;no habil
71,088;30,025;2020;3;21;24;otoño;no habil
76,368;30;2020;3;22;24;otoño;no habil
78,096;29,4;2020;3;23;24;otoño;no habil
72,192;27,65;2020;3;0;25;otoño;habil
61,344;24,825;2020;3;1;25;otoño;habil
58,704;22,925;2020;3;2;25;otoño;habil
46,512;19,1;2020;3;3;25;otoño;habil
41,712;18,075;2020;3;4;25;otoño;habil
37,968;17,2;2020;3;5;25;otoño;habil
35,472;16;2020;3;6;25;otoño;habil
34,944;16,9;2020;3;7;25;otoño;habil
33,504;16,775;2020;3;8;25;otoño;habil
24,288;16,7;2020;3;9;25;otoño;habil
26,112;16,775;2020;3;10;25;otoño;habil
27,12;16,95;2020;3;11;25;otoño;habil
28,656;17,975;2020;3;12;25;otoño;habil
30,816;16,75;2020;3;13;25;otoño;habil
29,472;15,775;2020;3;14;25;otoño;habil
27,504;15,4;2020;3;15;25;otoño;habil
25,104;15,45;2020;3;16;25;otoño;habil
26,784;15,75;2020;3;17;25;otoño;habil
28,368;15,85;2020;3;18;25;otoño;habil
39,984;16,2;2020;3;19;25;otoño;habil
40,704;16,375;2020;3;20;25;otoño;habil
42,288;16,35;2020;3;21;25;otoño;habil
41,664;16,275;2020;3;22;25;otoño;habil
38,352;16,1;2020;3;23;25;otoño;habil
36,288;16,175;2020;3;0;26;otoño;habil
33,072;16,225;2020;3;1;26;otoño;habil
29,904;16,25;2020;3;2;26;otoño;habil
25,536;15,875;2020;3;3;26;otoño;habil
24,672;15,525;2020;3;4;26;otoño;habil
24,048;15,475;2020;3;5;26;otoño;habil
25,152;15,15;2020;3;6;26;otoño;habil
26,16;15,25;2020;3;7;26;otoño;habil
19,776;15,45;2020;3;8;26;otoño;habil
23,424;17,075;2020;3;9;26;otoño;habil
24,576;18,375;2020;3;10;26;otoño;habil
26,688;20,1;2020;3;11;26;otoño;habil
31,344;21,425;2020;3;12;26;otoño;habil
32,736;22,75;2020;3;13;26;otoño;habil
32,736;23,725;2020;3;14;26;otoño;habil
33,216;24,5;2020;3;15;26;otoño;habil
32,832;25,15;2020;3;16;26;otoño;habil
31,632;25,5;2020;3;17;26;otoño;habil
33,408;25,35;2020;3;18;26;otoño;habil
37,872;24,65;2020;3;19;26;otoño;habil
44,832;23,5;2020;3;20;26;otoño;habil
46,032;22,375;2020;3;21;26;otoño;habil
46,272;22,05;2020;3;22;26;otoño;habil
44,016;21,6;2020;3;23;26;otoño;habil
39,6;20,475;2020;3;0;27;otoño;habil
35,088;20,175;2020;3;1;27;otoño;habil
33,12;19,425;2020;3;2;27;otoño;habil
41,952;18,9;2020;3;3;27;otoño;habil
35,256;18,525;2020;3;4;27;otoño;habil
34,788;17,575;2020;3;5;27;otoño;habil
35,1;17,375;2020;3;6;27;otoño;habil
34,6632;17,75;2020;3;7;27;otoño;habil
27,3624;18,025;2020;3;8;27;otoño;habil
31,824;19,75;2020;3;9;27;otoño;habil
32,9784;20,575;2020;3;10;27;otoño;habil
37,8456;22,55;2020;3;11;27;otoño;habil
41;24,125;2020;3;12;27;otoño;habil
42;24,925;2020;3;13;27;otoño;habil
45;25,8;2020;3;14;27;otoño;habil
49;26,825;2020;3;15;27;otoño;habil
41,904;27,15;2020;3;16;27;otoño;habil
47,28;27,375;2020;3;17;27;otoño;habil
47,376;27,3;2020;3;18;27;otoño;habil
46,32;26,925;2020;3;19;27;otoño;habil
52,08;25,775;2020;3;20;27;otoño;habil
50,832;24,55;2020;3;21;27;otoño;habil
47,376;23,95;2020;3;22;27;otoño;habil
44,064;23;2020;3;23;27;otoño;habil
43,056;21,65;2020;3;0;28;otoño;no habil
36,672;21,325;2020;3;1;28;otoño;no habil
34,272;21;2020;3;2;28;otoño;no habil
31,92;20,25;2020;3;3;28;otoño;no habil
29,568;19,65;2020;3;4;28;otoño;no habil
29,472;18,8;2020;3;5;28;otoño;no habil
28,848;18,45;2020;3;6;28;otoño;no habil
27,168;18,25;2020;3;7;28;otoño;no habil
22,32;18,1;2020;3;8;28;otoño;no habil
25,536;19,325;2020;3;9;28;otoño;no habil
26,16;20,85;2020;3;10;28;otoño;no habil
31,536;22,575;2020;3;11;28;otoño;no habil
36;24,075;2020;3;12;28;otoño;no habil
40,944;25,075;2020;3;13;28;otoño;no habil
48,096;26,225;2020;3;14;28;otoño;no habil
47,712;27,275;2020;3;15;28;otoño;no habil
50,352;27,925;2020;3;16;28;otoño;no habil
55,2;28,275;2020;3;17;28;otoño;no habil
56,448;28,375;2020;3;18;28;otoño;no habil
44,592;27,525;2020;3;19;28;otoño;no habil
50,304;26,075;2020;3;20;28;otoño;no habil
49,488;25,05;2020;3;21;28;otoño;no habil
50,448;23,675;2020;3;22;28;otoño;no habil
51,744;22,775;2020;3;23;28;otoño;no habil
51,072;22;2020;3;0;29;otoño;no habil
40,8;21,5;2020;3;1;29;otoño;no habil
39,072;20,9;2020;3;2;29;otoño;no habil
34,272;20,5;2020;3;3;29;otoño;no habil
33,168;19,7;2020;3;4;29;otoño;no habil
31,728;18,625;2020;3;5;29;otoño;no habil
31,728;18,125;2020;3;6;29;otoño;no habil
29,568;17,75;2020;3;7;29;otoño;no habil
23,136;17,5;2020;3;8;29;otoño;no habil
25,536;17,85;2020;3;9;29;otoño;no habil
27,36;19;2020;3;10;29;otoño;no habil
27,216;19,65;2020;3;11;29;otoño;no habil
28,512;21,1;2020;3;12;29;otoño;no habil
29,088;22,325;2020;3;13;29;otoño;no habil
32,016;23,075;2020;3;14;29;otoño;no habil
28,992;23,9;2020;3;15;29;otoño;no habil
30;24,3;2020;3;16;29;otoño;no habil
31,872;24,45;2020;3;17;29;otoño;no habil
32,256;24,425;2020;3;18;29;otoño;no habil
41,28;24,05;2020;3;19;29;otoño;no habil
46,32;23,525;2020;3;20;29;otoño;no habil
43,728;23,4;2020;3;21;29;otoño;no habil
45,936;23,4;2020;3;22;29;otoño;no habil
44,208;23,25;2020;3;23;29;otoño;no habil
41,952;22,825;2020;3;0;30;otoño;habil
37,776;22,45;2020;3;1;30;otoño;habil
32,976;22,325;2020;3;2;30;otoño;habil
30,864;22,15;2020;3;3;30;otoño;habil
30,912;22,1;2020;3;4;30;otoño;habil
30,864;21,925;2020;3;5;30;otoño;habil
30,816;21,7;2020;3;6;30;otoño;habil
28,752;21,525;2020;3;7;30;otoño;habil
25,248;21,15;2020;3;8;30;otoño;habil
25,536;21,425;2020;3;9;30;otoño;habil
26,736;21,725;2020;3;10;30;otoño;habil
28,416;22,325;2020;3;11;30;otoño;habil
28,224;23,275;2020;3;12;30;otoño;habil
32,064;23,6;2020;3;13;30;otoño;habil
30,96;24,075;2020;3;14;30;otoño;habil
31,152;24,475;2020;3;15;30;otoño;habil
30;24,875;2020;3;16;30;otoño;habil
30,672;24,85;2020;3;17;30;otoño;habil
33,216;24,375;2020;3;18;30;otoño;habil
41,616;23,825;2020;3;19;30;otoño;habil
44,208;23,325;2020;3;20;30;otoño;habil
46,608;22,575;2020;3;21;30;otoño;habil
47,424;21,45;2020;3;22;30;otoño;habil
45,36;20,25;2020;3;23;30;otoño;habil
37,104;19,1;2020;3;0;31;otoño;no habil
35,136;18,325;2020;3;1;31;otoño;no habil
30,048;18,3;2020;3;2;31;otoño;no habil
29,04;18,1;2020;3;3;31;otoño;no habil
28,704;17,375;2020;3;4;31;otoño;no habil
28,8;16,675;2020;3;5;31;otoño;no habil
27,312;16,35;2020;3;6;31;otoño;no habil
26,592;16,45;2020;3;7;31;otoño;no habil
23,616;16,125;2020;3;8;31;otoño;no habil
23,856;15,95;2020;3;9;31;otoño;no habil
26,592;16,2;2020;3;10;31;otoño;no habil
26,304;16,45;2020;3;11;31;otoño;no habil
29,472;17,175;2020;3;12;31;otoño;no habil
33,696;17,975;2020;3;13;31;otoño;no habil
29,184;18,875;2020;3;14;31;otoño;no habil
26,976;19,75;2020;3;15;31;otoño;no habil
26,688;20,25;2020;3;16;31;otoño;no habil
27,12;20,225;2020;3;17;31;otoño;no habil
31,392;19,875;2020;3;18;31;otoño;no habil
38,592;19,475;2020;3;19;31;otoño;no habil
40,272;19,225;2020;3;20;31;otoño;no habil
41,904;18,85;2020;3;21;31;otoño;no habil
42,816;18,55;2020;3;22;31;otoño;no habil
